Local time,Open,High,Low,Close,Volume
15.07.2020 17:00:00.000 GMT+0200,1.06733,1.06756,1.06613,1.06622,11386.5801
15.07.2020 18:00:00.000 GMT+0200,1.06622,1.06635,1.0652,1.06532,7357.6802
15.07.2020 19:00:00.000 GMT+0200,1.06531,1.06567,1.0651,1.06544,5275.3501
15.07.2020 20:00:00.000 GMT+0200,1.06546,1.06595,1.06536,1.06544,5311.27
15.07.2020 21:00:00.000 GMT+0200,1.06542,1.06613,1.06532,1.06573,4826.9302
15.07.2020 22:00:00.000 GMT+0200,1.06575,1.06643,1.06561,1.06623,1415.5
15.07.2020 23:00:00.000 GMT+0200,1.06622,1.06664,1.06542,1.06599,3614.28
16.07.2020 00:00:00.000 GMT+0200,1.06602,1.06664,1.0649,1.06512,2244.5601
16.07.2020 01:00:00.000 GMT+0200,1.06512,1.06622,1.06505,1.06608,3088.79
16.07.2020 02:00:00.000 GMT+0200,1.06609,1.06642,1.06555,1.06632,7837.5498
16.07.2020 03:00:00.000 GMT+0200,1.06632,1.06785,1.06598,1.06602,10776.5996
16.07.2020 04:00:00.000 GMT+0200,1.06605,1.06664,1.06559,1.06585,12404.0596
16.07.2020 05:00:00.000 GMT+0200,1.0659,1.06611,1.06544,1.06555,4938.98
16.07.2020 06:00:00.000 GMT+0200,1.06554,1.06568,1.0652,1.06522,4069.3999
16.07.2020 07:00:00.000 GMT+0200,1.06522,1.06598,1.0651,1.06596,4780.8999
16.07.2020 08:00:00.000 GMT+0200,1.06594,1.06673,1.0659,1.06611,7384.9302
16.07.2020 09:00:00.000 GMT+0200,1.06611,1.06699,1.06587,1.06664,10501.3096
16.07.2020 10:00:00.000 GMT+0200,1.06662,1.06682,1.06564,1.06575,9661.3301
16.07.2020 11:00:00.000 GMT+0200,1.06575,1.06627,1.06545,1.06582,7503.1802
16.07.2020 12:00:00.000 GMT+0200,1.06582,1.06669,1.06582,1.06648,6157.0801
16.07.2020 13:00:00.000 GMT+0200,1.06643,1.06776,1.06641,1.06725,7272.02
16.07.2020 14:00:00.000 GMT+0200,1.06726,1.06751,1.06648,1.06677,9970.9502
16.07.2020 15:00:00.000 GMT+0200,1.06677,1.06778,1.06643,1.06653,13107.0898
16.07.2020 16:00:00.000 GMT+0200,1.06651,1.0676,1.06638,1.06714,11582
16.07.2020 17:00:00.000 GMT+0200,1.0671,1.06775,1.06689,1.06735,7915.2202
16.07.2020 18:00:00.000 GMT+0200,1.06733,1.06749,1.06645,1.06664,5133.9199
16.07.2020 19:00:00.000 GMT+0200,1.06664,1.0673,1.06641,1.0671,6244.5098
16.07.2020 20:00:00.000 GMT+0200,1.06715,1.06753,1.06665,1.06679,4658.29
16.07.2020 21:00:00.000 GMT+0200,1.0668,1.06699,1.06637,1.06684,4954.0898
16.07.2020 22:00:00.000 GMT+0200,1.06682,1.06707,1.06637,1.06652,2852.99
16.07.2020 23:00:00.000 GMT+0200,1.06616,1.0668,1.0661,1.06612,165.74
17.07.2020 00:00:00.000 GMT+0200,1.06605,1.06641,1.06584,1.06613,1820.27
17.07.2020 01:00:00.000 GMT+0200,1.06614,1.06679,1.06599,1.06654,3492.1399
17.07.2020 02:00:00.000 GMT+0200,1.06655,1.06693,1.06615,1.06618,4309.2998
17.07.2020 03:00:00.000 GMT+0200,1.06618,1.06736,1.06618,1.06706,6227.75
17.07.2020 04:00:00.000 GMT+0200,1.06708,1.06775,1.06704,1.06772,4499.5801
17.07.2020 05:00:00.000 GMT+0200,1.06769,1.06799,1.06739,1.06757,3668.05
17.07.2020 06:00:00.000 GMT+0200,1.06757,1.06767,1.06721,1.0673,2625.1101
17.07.2020 07:00:00.000 GMT+0200,1.06725,1.06755,1.06718,1.06723,3229.3201
17.07.2020 08:00:00.000 GMT+0200,1.06724,1.06753,1.06631,1.06674,5602.25
17.07.2020 09:00:00.000 GMT+0200,1.06674,1.06731,1.06644,1.0671,6853.9502
17.07.2020 10:00:00.000 GMT+0200,1.06709,1.06724,1.06667,1.06708,5876.6899
17.07.2020 11:00:00.000 GMT+0200,1.06708,1.06737,1.06651,1.06722,6633.6401
17.07.2020 12:00:00.000 GMT+0200,1.06722,1.06741,1.06684,1.06696,5627.1299
17.07.2020 13:00:00.000 GMT+0200,1.06696,1.06742,1.06677,1.06724,6411.2002
17.07.2020 14:00:00.000 GMT+0200,1.06727,1.0678,1.06715,1.06733,5162.52
17.07.2020 15:00:00.000 GMT+0200,1.06732,1.06762,1.06715,1.0672,7673.0898
17.07.2020 16:00:00.000 GMT+0200,1.06722,1.06772,1.06675,1.06711,9133.3398
17.07.2020 17:00:00.000 GMT+0200,1.0671,1.06756,1.06693,1.06755,5147.8999
17.07.2020 18:00:00.000 GMT+0200,1.06755,1.06762,1.06671,1.06694,4160.1499
17.07.2020 19:00:00.000 GMT+0200,1.06693,1.06716,1.06651,1.0669,3088.75
17.07.2020 20:00:00.000 GMT+0200,1.0669,1.06713,1.06658,1.06689,4044.3899
17.07.2020 21:00:00.000 GMT+0200,1.06689,1.06768,1.06669,1.06751,4739.1499
17.07.2020 22:00:00.000 GMT+0200,1.06752,1.06755,1.06633,1.06683,2868.74
19.07.2020 23:00:00.000 GMT+0200,1.0654,1.06714,1.06531,1.06704,229.75
20.07.2020 00:00:00.000 GMT+0200,1.06696,1.06753,1.06645,1.06719,2338.51
20.07.2020 01:00:00.000 GMT+0200,1.06719,1.06735,1.06679,1.0672,2461.1499
20.07.2020 02:00:00.000 GMT+0200,1.06721,1.06746,1.06673,1.06738,3784.46
