Local time,Open,High,Low,Close,Volume
13.08.2021 16:00:00.000 GMT+0200,80.927,81.057,80.883,81.025,8560.5996
13.08.2021 17:00:00.000 GMT+0200,81.024,81.040,80.946,80.961,4138.1699
13.08.2021 18:00:00.000 GMT+0200,80.962,80.972,80.870,80.870,2542.55
13.08.2021 19:00:00.000 GMT+0200,80.871,80.874,80.813,80.836,1794.91
13.08.2021 20:00:00.000 GMT+0200,80.837,80.837,80.766,80.805,1728.37
13.08.2021 21:00:00.000 GMT+0200,80.804,80.813,80.774,80.804,2316.5601
13.08.2021 22:00:00.000 GMT+0200,80.803,80.803,80.743,80.747,1849.55
13.08.2021 23:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 00:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 01:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 02:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 03:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 04:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 05:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 06:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 07:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 08:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 09:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 10:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 11:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 12:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 13:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 14:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 15:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 16:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 17:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 18:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 19:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 20:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 21:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 22:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
14.08.2021 23:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 00:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 01:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 02:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 03:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 04:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 05:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 06:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 07:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 08:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 09:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 10:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 11:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 12:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 13:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 14:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 15:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 16:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 17:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 18:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 19:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 20:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 21:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 22:00:00.000 GMT+0200,80.747,80.747,80.747,80.747,0
15.08.2021 23:00:00.000 GMT+0200,80.711,80.759,80.711,80.753,971.32
16.08.2021 00:00:00.000 GMT+0200,80.747,80.875,80.722,80.808,2654.3701
16.08.2021 01:00:00.000 GMT+0200,80.811,80.815,80.739,80.742,1794.54
16.08.2021 02:00:00.000 GMT+0200,80.743,80.752,80.516,80.539,5105.0498
16.08.2021 03:00:00.000 GMT+0200,80.538,80.583,80.498,80.513,3681.04
16.08.2021 04:00:00.000 GMT+0200,80.513,80.513,80.378,80.386,3915.5901
16.08.2021 05:00:00.000 GMT+0200,80.387,80.387,80.254,80.268,4920.27
16.08.2021 06:00:00.000 GMT+0200,80.268,80.381,80.254,80.361,4506.0298
16.08.2021 07:00:00.000 GMT+0200,80.361,80.371,80.233,80.266,3567.8799
16.08.2021 08:00:00.000 GMT+0200,80.265,80.323,80.183,80.203,6316.8999
16.08.2021 09:00:00.000 GMT+0200,80.202,80.297,80.135,80.247,8172.5698
16.08.2021 10:00:00.000 GMT+0200,80.249,80.300,80.220,80.240,5028.0601
16.08.2021 11:00:00.000 GMT+0200,80.242,80.273,80.184,80.219,4449.7998
16.08.2021 12:00:00.000 GMT+0200,80.220,80.268,80.142,80.237,5562.2202
16.08.2021 13:00:00.000 GMT+0200,80.237,80.261,80.153,80.187,4433.5698
16.08.2021 14:00:00.000 GMT+0200,80.186,80.186,80.073,80.087,6644.8901
16.08.2021 15:00:00.000 GMT+0200,80.086,80.104,79.888,79.951,8653.7197
16.08.2021 16:00:00.000 GMT+0200,79.950,80.153,79.938,80.063,8646.1699
16.08.2021 17:00:00.000 GMT+0200,80.065,80.203,80.047,80.183,4746.7402
16.08.2021 18:00:00.000 GMT+0200,80.183,80.193,80.116,80.120,2143.1101
16.08.2021 19:00:00.000 GMT+0200,80.119,80.141,80.087,80.141,1079.8
16.08.2021 20:00:00.000 GMT+0200,80.141,80.144,80.084,80.135,1071.75
